#Procedure: <__main__.LaserProcedure>
#Parameters:
#	Acquisition mode: Multi frame
#	Camera acquisition time: 0.5 s
#	Camera exposure time: 100 us
#	Frame rate: 200 Hz
#	Gain: 5 dB
#	Emission Time: 0.5 s
#	Laser Power Setpoint: 40 %
#	Measurement Time: 220 s
#	Sample Name: BORON_10MM
#Data:
Measurement Time (s),Pressure (Torr),TC1 (C),TC2 (C),Trigger (V),Laser output power (W),Laser output peak power (W)
66.71,0.0,23.75,50.0,0.0,0.0,0.0
66.715,0.0,23.75,50.0,0.0,0.0,0.0
66.72,0.0,23.75,50.0,0.0,0.0,0.0
66.725,0.0,23.75,50.0,0.0,0.0,0.0
66.73,0.0,23.75,50.0,0.0,0.0,0.0
66.735,0.0,23.75,50.0,0.0,0.0,0.0
66.74,0.0,23.75,50.0,0.0,0.0,0.0
66.745,0.0,23.75,50.0,0.0,0.0,0.0
66.75,0.0,23.75,50.0,0.0,0.0,0.0
66.755,0.0,23.75,50.0,0.0,0.0,0.0
66.76,0.0,23.75,50.0,0.0,0.0,0.0
66.765,0.0,23.75,50.0,0.0,0.0,0.0
66.77,0.0,23.75,50.0,0.0,0.0,0.0
66.775,0.0,23.75,50.0,0.0,0.0,0.0
66.78,0.0,23.75,50.0,0.0,0.0,0.0
66.785,0.0,23.75,50.0,0.0,0.0,0.0
66.79,0.0,23.75,50.0,0.0,0.0,0.0
66.795,0.0,23.75,50.0,0.0,0.0,0.0
66.8,0.0,23.75,50.0,0.0,0.0,0.0
66.805,0.0,23.75,50.0,0.0,0.0,0.0
66.81,0.0,23.75,50.0,0.0,0.0,0.0
66.815,0.0,23.75,50.0,0.0,0.0,0.0
66.82,0.0,23.75,50.0,0.0,0.0,0.0
66.825,0.0,23.75,50.0,0.0,0.0,0.0
66.83,0.0,23.75,50.0,0.0,0.0,0.0
66.835,0.0,23.75,50.0,0.0,0.0,0.0
66.84,0.0,23.75,50.0,0.0,0.0,0.0
66.845,0.0,23.75,50.0,0.0,0.0,0.0
66.85,0.0,23.75,50.0,0.0,0.0,0.0
66.855,0.0,23.75,50.0,0.0,0.0,0.0
66.86,0.0,23.75,50.0,0.0,0.0,0.0
66.865,0.0,23.75,50.0,0.0,0.0,0.0
66.87,0.0,23.75,50.0,0.0,0.0,0.0
66.875,0.0,23.75,50.0,0.0,0.0,0.0
66.88,0.0,23.75,50.0,0.0,0.0,0.0
66.885,0.0,23.75,50.0,0.0,0.0,0.0
66.89,0.0,23.75,50.0,0.0,0.0,0.0
66.895,0.0,23.75,50.0,0.0,0.0,0.0
66.9,0.0,23.75,50.0,0.0,0.0,0.0
66.905,0.0,23.75,50.0,0.0,0.0,0.0
66.91,0.0,23.75,50.0,0.0,0.0,0.0
66.915,0.0,23.75,50.0,0.0,0.0,0.0
66.92,0.0,23.75,50.0,0.0,0.0,0.0
66.925,0.0,23.75,50.0,0.0,0.0,0.0
66.93,0.0,23.75,50.0,0.0,0.0,0.0
66.935,0.0,23.75,50.0,0.0,0.0,0.0
66.94,0.0,23.75,50.0,0.0,0.0,0.0
66.945,0.0,23.75,50.0,0.0,0.0,0.0
66.95,0.0,23.75,50.0,0.0,0.0,0.0
66.955,0.0,23.75,50.0,0.0,0.0,0.0
66.96,0.0,23.75,50.0,0.0,0.0,0.0
66.965,0.0,23.75,50.0,0.0,0.0,0.0
66.97,0.0,23.75,50.0,0.0,0.0,0.0
66.975,0.0,23.75,50.0,0.0,0.0,0.0
66.98,0.0,23.75,50.0,0.0,0.0,0.0
66.985,0.0,23.75,50.0,0.0,0.0,0.0
66.99,0.0,23.75,50.0,0.0,0.0,0.0
66.995,0.0,23.75,50.01,0.0,0.0,0.0
67.0,0.0,23.75,50.02,0.0,0.0,0.0
67.005,0.0,23.75,50.03,0.0,0.0,0.0
67.01,0.0,23.75,50.05,0.0,0.0,0.0
67.015,0.0,23.75,50.06,0.0,0.0,0.0
67.02,0.0,23.75,50.07,0.0,0.0,0.0
67.025,0.0,23.75,50.08,0.0,0.0,0.0
67.03,0.0,23.75,50.09,0.0,0.0,0.0
67.035,0.0,23.75,50.1,0.0,0.0,0.0
67.04,0.0,23.75,50.11,0.0,0.0,0.0
67.045,0.0,23.75,50.13,0.0,0.0,0.0
67.05,0.0,23.75,50.14,0.0,0.0,0.0
67.055,0.0,23.75,50.15,0.0,0.0,0.0
67.06,0.0,23.75,50.16,0.0,0.0,0.0
67.065,0.0,23.75,50.17,0.0,0.0,0.0
67.07,0.0,23.75,50.18,0.0,0.0,0.0
67.075,0.0,23.75,50.19,0.0,0.0,0.0
67.08,0.0,23.75,50.2,0.0,0.0,0.0
67.085,0.0,23.75,50.22,0.0,0.0,0.0
67.09,0.0,23.75,50.23,0.0,0.0,0.0
67.095,0.0,23.75,50.24,0.0,0.0,0.0
67.1,0.0,23.75,50.25,0.0,0.0,0.0
67.105,0.0,23.75,50.25,0.0,0.0,0.0
67.11,0.0,23.75,50.25,0.0,0.0,0.0
67.115,0.0,23.75,50.25,0.0,0.0,0.0
67.12,0.0,23.75,50.25,0.0,0.0,0.0
67.125,0.0,23.75,50.25,0.0,0.0,0.0
67.13,0.0,23.75,50.25,0.0,0.0,0.0
67.135,0.0,23.75,50.25,0.0,0.0,0.0
67.14,0.0,23.75,50.25,0.0,0.0,0.0
67.145,0.0,23.75,50.25,0.0,0.0,0.0
67.15,0.0,23.75,50.25,0.0,0.0,0.0
67.155,0.0,23.75,50.25,0.0,0.0,0.0
67.16,0.0,23.75,50.25,0.0,0.0,0.0
67.165,0.0,23.75,50.25,0.0,0.0,0.0
67.17,0.0,23.75,50.25,0.0,0.0,0.0
67.175,0.0,23.75,50.25,0.0,0.0,0.0
67.18,0.0,23.75,50.25,0.0,0.0,0.0
67.185,0.0,23.75,50.25,0.0,0.0,0.0
67.19,0.0,23.75,50.25,0.0,0.0,0.0
67.195,0.0,23.75,50.25,0.0,0.0,0.0
67.2,0.0,23.75,50.25,0.0,0.0,0.0
67.205,0.0,23.75,50.25,0.0,0.0,0.0
67.21,0.0,23.75,50.25,0.0,0.0,0.0
67.215,0.0,23.75,50.25,0.0,0.0,0.0
67.22,0.0,23.75,50.25,0.0,0.0,0.0
67.225,0.0,23.75,50.25,0.0,0.0,0.0
67.23,0.0,23.75,50.25,0.0,0.0,0.0
67.235,0.0,23.75,50.25,0.0,0.0,0.0
67.24,0.0,23.75,50.25,0.0,0.0,0.0
67.245,0.0,23.75,50.25,0.0,0.0,0.0
67.25,0.0,23.75,50.25,0.0,0.0,0.0
67.255,0.0,23.75,50.25,0.0,0.0,0.0
67.26,0.0,23.75,50.25,0.0,0.0,0.0
67.265,0.0,23.75,50.25,0.0,0.0,0.0
67.27,0.0,23.75,50.25,0.0,0.0,0.0
67.275,0.0,23.75,50.25,0.0,0.0,0.0
67.28,0.0,23.75,50.25,0.0,0.0,0.0
67.285,0.0,23.75,50.25,0.0,0.0,0.0
67.29,0.0,23.75,50.25,0.0,0.0,0.0
67.295,0.0,23.75,50.25,0.0,0.0,0.0
67.3,0.0,23.75,50.25,0.0,0.0,0.0
67.305,0.0,23.75,50.25,0.0,0.0,0.0
67.31,0.0,23.75,50.25,0.0,0.0,0.0
67.315,0.0,23.75,50.25,0.0,0.0,0.0
67.32,0.0,23.75,50.25,0.0,0.0,0.0
67.325,0.0,23.75,50.25,0.0,0.0,0.0
67.33,0.0,23.75,50.25,0.0,0.0,0.0
67.335,0.0,23.75,50.25,0.0,0.0,0.0
67.34,0.0,23.75,50.25,0.0,0.0,0.0
67.345,0.0,23.75,50.25,0.0,0.0,0.0
67.35,0.0,23.75,50.25,0.0,0.0,0.0
67.355,0.0,23.75,50.25,0.0,0.0,0.0
67.36,0.0,23.75,50.25,0.0,0.0,0.0
67.365,0.0,23.75,50.25,0.0,0.0,0.0
67.37,0.0,23.75,50.25,0.0,0.0,0.0
67.375,0.0,23.75,50.25,0.0,0.0,0.0
67.38,0.0,23.75,50.25,0.0,0.0,0.0
67.385,0.0,23.75,50.25,0.0,0.0,0.0
67.39,0.0,23.75,50.25,0.0,0.0,0.0
67.395,0.0,23.75,50.25,0.0,0.0,0.0
67.4,0.0,23.75,50.25,0.0,0.0,0.0
67.405,0.0,23.75,50.25,0.0,0.0,0.0
67.41,0.0,23.75,50.25,0.0,0.0,0.0
67.415,0.0,23.75,50.25,0.0,0.0,0.0
67.42,0.0,23.75,50.25,0.0,0.0,0.0
67.425,0.0,23.75,50.25,0.0,0.0,0.0
67.43,0.0,23.75,50.25,0.0,0.0,0.0
67.435,0.0,23.75,50.25,0.0,0.0,0.0
67.44,0.0,23.75,50.25,0.0,0.0,0.0
67.445,0.0,23.75,50.25,0.0,0.0,0.0
67.45,0.0,23.75,50.25,0.0,0.0,0.0
67.455,0.0,23.75,50.25,0.0,0.0,0.0
67.46,0.0,23.75,50.25,0.0,0.0,0.0
67.465,0.0,23.75,50.25,0.0,0.0,0.0
67.47,0.0,23.75,50.25,0.0,0.0,0.0
67.475,0.0,23.75,50.25,0.0,0.0,0.0
67.48,0.0,23.75,50.25,0.0,0.0,0.0
67.485,0.0,23.75,50.25,0.0,0.0,0.0
67.49,0.0,23.75,50.25,0.0,0.0,0.0
67.495,0.0,23.75,50.25,0.0,0.0,0.0
67.5,0.0,23.75,50.25,0.0,0.0,0.0
67.505,0.0,23.75,50.25,0.0,0.0,0.0
67.51,0.0,23.75,50.25,0.0,0.0,0.0
67.515,0.0,23.75,50.25,0.0,0.0,0.0
67.52,0.0,23.75,50.25,0.0,0.0,0.0
67.525,0.0,23.75,50.25,0.0,0.0,0.0
67.53,0.0,23.75,50.25,0.0,0.0,0.0
67.535,0.0,23.75,50.25,0.0,0.0,0.0
67.54,0.0,23.75,50.25,0.0,0.0,0.0
67.545,0.0,23.75,50.25,0.0,0.0,0.0
67.55,0.0,23.75,50.25,0.0,0.0,0.0
67.555,0.0,23.75,50.25,0.0,0.0,0.0
67.56,0.0,23.75,50.25,0.0,0.0,0.0
67.565,0.0,23.75,50.25,0.0,0.0,0.0
67.57,0.0,23.75,50.25,0.0,0.0,0.0
67.575,0.0,23.75,50.25,0.0,0.0,0.0
67.58,0.0,23.75,50.25,0.0,0.0,0.0
67.585,0.0,23.75,50.25,0.0,0.0,0.0
67.59,0.0,23.75,50.25,0.0,0.0,0.0
67.595,0.0,23.75,50.25,0.0,0.0,0.0
67.6,0.0,23.75,50.25,0.0,0.0,0.0
67.605,0.0,23.75,50.25,0.0,0.0,0.0
67.61,0.0,23.75,50.25,0.0,0.0,0.0
67.615,0.0,23.75,50.25,0.0,0.0,0.0
67.62,0.0,23.75,50.25,0.0,0.0,0.0
67.625,0.0,23.75,50.25,0.0,0.0,0.0
67.63,0.0,23.75,50.25,0.0,0.0,0.0
67.635,0.0,23.75,50.25,0.0,0.0,0.0
67.64,0.0,23.75,50.25,0.0,0.0,0.0
67.645,0.0,23.75,50.25,0.0,0.0,0.0
67.65,0.0,23.75,50.25,0.0,0.0,0.0
67.655,0.0,23.75,50.26,0.0,0.0,0.0
67.66,0.0,23.75,50.27,0.0,0.0,0.0
67.665,0.0,23.75,50.28,0.0,0.0,0.0
67.67,0.0,23.75,50.3,0.0,0.0,0.0
67.675,0.0,23.75,50.31,0.0,0.0,0.0
67.68,0.0,23.75,50.32,0.0,0.0,0.0
67.685,0.0,23.75,50.33,0.0,0.0,0.0
67.69,0.0,23.75,50.34,0.0,0.0,0.0
67.695,0.0,23.75,50.35,0.0,0.0,0.0
67.7,0.0,23.75,50.36,0.0,0.0,0.0
67.705,0.0,23.75,50.37,0.0,0.0,0.0
67.71,0.0,23.75,50.39,0.0,0.0,0.0
67.715,0.0,23.75,50.4,0.0,0.0,0.0
67.72,0.0,23.75,50.41,0.0,0.0,0.0
67.725,0.0,23.75,50.42,0.0,0.0,0.0
67.73,0.0,23.75,50.43,0.0,0.0,0.0
67.735,0.0,23.75,50.44,0.0,0.0,0.0
67.74,0.0,23.75,50.45,0.0,0.0,0.0
67.745,0.0,23.75,50.47,0.0,0.0,0.0
67.75,0.0,23.75,50.48,0.0,0.0,0.0
67.755,0.0,23.75,50.49,0.0,0.0,0.0
67.76,0.0,23.75,50.5,0.0,0.0,0.0
67.765,0.0,23.75,50.5,0.0,0.0,0.0
67.77,0.0,23.75,50.5,0.0,0.0,0.0
67.775,0.0,23.75,50.5,0.0,0.0,0.0
67.78,0.0,23.75,50.5,0.0,0.0,0.0
67.785,0.0,23.75,50.5,0.0,0.0,0.0
67.79,0.0,23.75,50.5,0.0,0.0,0.0
67.795,0.0,23.75,50.5,0.0,0.0,0.0
67.8,0.0,23.75,50.5,0.0,0.0,0.0
67.805,0.0,23.75,50.5,0.0,0.0,0.0
67.81,0.0,23.75,50.5,0.0,0.0,0.0
67.815,0.0,23.75,50.5,0.0,0.0,0.0
67.82,0.0,23.75,50.5,0.0,0.0,0.0
67.825,0.0,23.75,50.5,0.0,0.0,0.0
67.83,0.0,23.75,50.5,0.0,0.0,0.0
67.835,0.0,23.75,50.5,0.0,0.0,0.0
67.84,0.0,23.75,50.5,0.0,0.0,0.0
67.845,0.0,23.75,50.5,0.0,0.0,0.0
67.85,0.0,23.75,50.5,0.0,0.0,0.0
67.855,0.0,23.75,50.5,0.0,0.0,0.0
67.86,0.0,23.75,50.5,0.0,0.0,0.0
67.865,0.0,23.75,50.5,0.0,0.0,0.0
67.87,0.0,23.75,50.5,0.0,0.0,0.0
67.875,0.0,23.75,50.5,0.0,0.0,0.0
67.88,0.0,23.75,50.5,0.0,0.0,0.0
67.885,0.0,23.75,50.5,0.0,0.0,0.0
67.89,0.0,23.75,50.5,0.0,0.0,0.0
67.895,0.0,23.75,50.5,0.0,0.0,0.0
67.9,0.0,23.75,50.5,0.0,0.0,0.0
67.905,0.0,23.75,50.5,0.0,0.0,0.0
67.91,0.0,23.75,50.5,0.0,0.0,0.0
67.915,0.0,23.75,50.5,0.0,0.0,0.0
67.92,0.0,23.75,50.5,0.0,0.0,0.0
67.925,0.0,23.75,50.5,0.0,0.0,0.0
67.93,0.0,23.75,50.5,0.0,0.0,0.0
67.935,0.0,23.75,50.5,0.0,0.0,0.0
67.94,0.0,23.75,50.5,0.0,0.0,0.0
67.945,0.0,23.75,50.5,0.0,0.0,0.0
67.95,0.0,23.75,50.5,0.0,0.0,0.0
67.955,0.0,23.75,50.5,0.0,0.0,0.0
67.96,0.0,23.75,50.5,0.0,0.0,0.0
67.965,0.0,23.75,50.5,0.0,0.0,0.0
67.97,0.0,23.75,50.5,0.0,0.0,0.0
67.975,0.0,23.75,50.5,0.0,0.0,0.0
67.98,0.0,23.75,50.5,0.0,0.0,0.0
67.985,0.0,23.75,50.5,0.0,0.0,0.0
67.99,0.0,23.75,50.5,0.0,0.0,0.0
67.995,0.0,23.75,50.5,0.0,0.0,0.0
68.0,0.0,23.75,50.5,0.0,0.0,0.0
68.005,0.0,23.75,50.5,0.0,0.0,0.0
68.01,0.0,23.75,50.5,0.0,0.0,0.0
68.015,0.0,23.75,50.5,0.0,0.0,0.0
68.02,0.0,23.75,50.5,0.0,0.0,0.0
68.025,0.0,23.75,50.5,0.0,0.0,0.0
68.03,0.0,23.75,50.5,0.0,0.0,0.0
68.035,0.0,23.75,50.5,0.0,0.0,0.0
68.04,0.0,23.75,50.5,0.0,0.0,0.0
68.045,0.0,23.75,50.5,0.0,0.0,0.0
68.05,0.0,23.75,50.5,0.0,0.0,0.0
68.055,0.0,23.75,50.5,0.0,0.0,0.0
68.06,0.0,23.75,50.5,0.0,0.0,0.0
68.065,0.0,23.75,50.5,0.0,0.0,0.0
68.07,0.0,23.75,50.5,0.0,0.0,0.0
68.075,0.0,23.75,50.5,0.0,0.0,0.0
68.08,0.0,23.75,50.5,0.0,0.0,0.0
68.085,0.0,23.75,50.5,0.0,0.0,0.0
68.09,0.0,23.75,50.5,0.0,0.0,0.0
68.095,0.0,23.75,50.5,0.0,0.0,0.0
68.1,0.0,23.75,50.5,0.0,0.0,0.0
68.105,0.0,23.75,50.5,0.0,0.0,0.0
68.11,0.0,23.75,50.5,0.0,0.0,0.0
68.115,0.0,23.75,50.5,0.0,0.0,0.0
68.12,0.0,23.75,50.5,0.0,0.0,0.0
68.125,0.0,23.75,50.5,0.0,0.0,0.0
68.13,0.0,23.75,50.5,0.0,0.0,0.0
68.135,0.0,23.75,50.5,0.0,0.0,0.0
68.14,0.0,23.75,50.5,0.0,0.0,0.0
68.145,0.0,23.75,50.5,0.0,0.0,0.0
68.15,0.0,23.75,50.5,0.0,0.0,0.0
68.155,0.0,23.75,50.5,0.0,0.0,0.0
68.16,0.0,23.75,50.5,0.0,0.0,0.0
68.165,0.0,23.75,50.5,0.0,0.0,0.0
68.17,0.0,23.75,50.5,0.0,0.0,0.0
68.175,0.0,23.75,50.5,0.0,0.0,0.0
68.18,0.0,23.75,50.5,0.0,0.0,0.0
68.185,0.0,23.75,50.5,0.0,0.0,0.0
68.19,0.0,23.75,50.5,0.0,0.0,0.0
68.195,0.0,23.75,50.5,0.0,0.0,0.0
68.2,0.0,23.75,50.5,0.0,0.0,0.0
68.205,0.0,23.75,50.5,0.0,0.0,0.0
68.21,0.0,23.75,50.5,0.0,0.0,0.0
68.215,0.0,23.75,50.5,0.0,0.0,0.0
68.22,0.0,23.75,50.5,0.0,0.0,0.0
68.225,0.0,23.75,50.5,0.0,0.0,0.0
68.23,0.0,23.75,50.5,0.0,0.0,0.0
68.235,0.0,23.75,50.5,0.0,0.0,0.0
68.24,0.0,23.75,50.5,0.0,0.0,0.0
68.245,0.0,23.75,50.5,0.0,0.0,0.0
68.25,0.0,23.75,50.5,0.0,0.0,0.0
68.255,0.0,23.75,50.5,0.0,0.0,0.0
68.26,0.0,23.75,50.5,0.0,0.0,0.0
68.265,0.0,23.75,50.5,0.0,0.0,0.0
68.27,0.0,23.75,50.5,0.0,0.0,0.0
68.275,0.0,23.75,50.5,0.0,0.0,0.0
68.28,0.0,23.75,50.5,0.0,0.0,0.0
68.285,0.0,23.75,50.5,0.0,0.0,0.0
68.29,0.0,23.75,50.5,0.0,0.0,0.0
68.295,0.0,23.75,50.5,0.0,0.0,0.0
68.3,0.0,23.75,50.5,0.0,0.0,0.0
68.305,0.0,23.75,50.5,0.0,0.0,0.0
68.31,0.0,23.75,50.5,0.0,0.0,0.0
68.315,0.0,23.75,50.5,0.0,0.0,0.0
68.32,0.0,23.75,50.5,0.0,0.0,0.0
68.325,0.0,23.75,50.5,0.0,0.0,0.0
68.33,0.0,23.75,50.5,0.0,0.0,0.0
68.335,0.0,23.75,50.5,0.0,0.0,0.0
68.34,0.0,23.75,50.5,0.0,0.0,0.0
68.345,0.0,23.75,50.5,0.0,0.0,0.0
68.35,0.0,23.75,50.5,0.0,0.0,0.0
68.355,0.0,23.75,50.5,0.0,0.0,0.0
68.36,0.0,23.75,50.5,0.0,0.0,0.0
68.365,0.0,23.75,50.5,0.0,0.0,0.0
68.37,0.0,23.75,50.5,0.0,0.0,0.0
68.375,0.0,23.75,50.5,0.0,0.0,0.0
68.38,0.0,23.75,50.5,0.0,0.0,0.0
68.385,0.0,23.75,50.5,0.0,0.0,0.0
68.39,0.0,23.75,50.5,0.0,0.0,0.0
68.395,0.0,23.75,50.5,0.0,0.0,0.0
68.4,0.0,23.75,50.5,0.0,0.0,0.0
68.405,0.0,23.75,50.5,0.0,0.0,0.0
68.41,0.0,23.75,50.5,0.0,0.0,0.0
68.415,0.0,23.75,50.5,0.0,0.0,0.0
68.42,0.0,23.75,50.5,0.0,0.0,0.0
68.425,0.0,23.75,50.5,0.0,0.0,0.0
68.43,0.0,23.75,50.5,0.0,0.0,0.0
68.435,0.0,23.75,50.5,0.0,0.0,0.0
68.44,0.0,23.75,50.5,0.0,0.0,0.0
68.445,0.0,23.75,50.5,0.0,0.0,0.0
68.45,0.0,23.75,50.5,0.0,0.0,0.0
68.455,0.0,23.75,50.5,0.0,0.0,0.0
68.46,0.0,23.75,50.5,0.0,0.0,0.0
68.465,0.0,23.75,50.5,0.0,0.0,0.0
68.47,0.0,23.75,50.5,0.0,0.0,0.0
68.475,0.0,23.75,50.5,0.0,0.0,0.0
68.48,0.0,23.75,50.5,0.0,0.0,0.0
68.485,0.0,23.75,50.5,0.0,0.0,0.0
68.49,0.0,23.75,50.5,0.0,0.0,0.0
68.495,0.0,23.75,50.5,0.0,0.0,0.0
68.5,0.0,23.75,50.5,0.0,0.0,0.0
68.505,0.0,23.75,50.5,0.0,0.0,0.0
68.51,0.0,23.75,50.5,0.0,0.0,0.0
68.515,0.0,23.75,50.5,0.0,0.0,0.0
68.52,0.0,23.75,50.5,0.0,0.0,0.0
68.525,0.0,23.75,50.5,0.0,0.0,0.0
68.53,0.0,23.75,50.5,0.0,0.0,0.0
68.535,0.0,23.75,50.51,0.0,0.0,0.0
68.54,0.0,23.75,50.52,0.0,0.0,0.0
68.545,0.0,23.75,50.53,0.0,0.0,0.0
68.55,0.0,23.75,50.55,0.0,0.0,0.0
68.555,0.0,23.75,50.56,0.0,0.0,0.0
68.56,0.0,23.75,50.57,0.0,0.0,0.0
68.565,0.0,23.75,50.58,0.0,0.0,0.0
68.57,0.0,23.75,50.59,0.0,0.0,0.0
68.575,0.0,23.75,50.6,0.0,0.0,0.0
68.58,0.0,23.75,50.61,0.0,0.0,0.0
68.585,0.0,23.75,50.63,0.0,0.0,0.0
68.59,0.0,23.75,50.64,0.0,0.0,0.0
68.595,0.0,23.75,50.65,0.0,0.0,0.0
68.6,0.0,23.75,50.66,0.0,0.0,0.0
68.605,0.0,23.75,50.67,0.0,0.0,0.0
68.61,0.0,23.75,50.68,0.0,0.0,0.0
68.615,0.0,23.75,50.69,0.0,0.0,0.0
68.62,0.0,23.75,50.7,0.0,0.0,0.0
68.625,0.0,23.75,50.72,0.0,0.0,0.0
68.63,0.0,23.75,50.73,0.0,0.0,0.0
68.635,0.0,23.75,50.74,0.0,0.0,0.0
68.64,0.0,23.75,50.75,0.0,0.0,0.0
68.645,0.0,23.75,50.75,0.0,0.0,0.0
68.65,0.0,23.75,50.75,0.0,0.0,0.0
68.655,0.0,23.75,50.75,0.0,0.0,0.0
68.66,0.0,23.75,50.75,0.0,0.0,0.0
68.665,0.0,23.75,50.75,0.0,0.0,0.0
68.67,0.0,23.75,50.75,0.0,0.0,0.0
68.675,0.0,23.75,50.75,0.0,0.0,0.0
68.68,0.0,23.75,50.75,0.0,0.0,0.0
68.685,0.0,23.75,50.75,0.0,0.0,0.0
68.69,0.0,23.75,50.75,0.0,0.0,0.0
68.695,0.0,23.75,50.75,0.0,0.0,0.0
68.7,0.0,23.75,50.75,0.0,0.0,0.0
68.705,0.0,23.75,50.75,0.0,0.0,0.0
68.71,0.0,23.75,50.75,0.0,0.0,0.0
68.715,0.0,23.75,50.75,0.0,0.0,0.0
68.72,0.0,23.75,50.75,0.0,0.0,0.0
68.725,0.0,23.75,50.75,0.0,0.0,0.0
68.73,0.0,23.75,50.75,0.0,0.0,0.0
68.735,0.0,23.75,50.75,0.0,0.0,0.0
68.74,0.0,23.75,50.75,0.0,0.0,0.0
68.745,0.0,23.75,50.75,0.0,0.0,0.0
68.75,0.0,23.75,50.75,0.0,0.0,0.0
68.755,0.0,23.75,50.74,0.0,0.0,0.0
68.76,0.0,23.75,50.73,0.0,0.0,0.0
68.765,0.0,23.75,50.72,0.0,0.0,0.0
68.77,0.0,23.75,50.7,0.0,0.0,0.0
68.775,0.0,23.75,50.69,0.0,0.0,0.0
68.78,0.0,23.75,50.68,0.0,0.0,0.0
68.785,0.0,23.75,50.67,0.0,0.0,0.0
68.79,0.0,23.75,50.66,0.0,0.0,0.0
68.795,0.0,23.75,50.65,0.0,0.0,0.0
68.8,0.0,23.75,50.64,0.0,0.0,0.0
68.805,0.0,23.75,50.63,0.0,0.0,0.0
68.81,0.0,23.75,50.61,0.0,0.0,0.0
68.815,0.0,23.75,50.6,0.0,0.0,0.0
68.82,0.0,23.75,50.59,0.0,0.0,0.0
68.825,0.0,23.75,50.58,0.0,0.0,0.0
68.83,0.0,23.75,50.57,0.0,0.0,0.0
68.835,0.0,23.75,50.56,0.0,0.0,0.0
68.84,0.0,23.75,50.55,0.0,0.0,0.0
68.845,0.0,23.75,50.53,0.0,0.0,0.0
68.85,0.0,23.75,50.52,0.0,0.0,0.0
68.855,0.0,23.75,50.51,0.0,0.0,0.0
68.86,0.0,23.75,50.5,0.0,0.0,0.0
68.865,0.0,23.75,50.51,0.0,0.0,0.0
68.87,0.0,23.75,50.52,0.0,0.0,0.0
68.875,0.0,23.75,50.53,0.0,0.0,0.0
68.88,0.0,23.75,50.55,0.0,0.0,0.0
68.885,0.0,23.75,50.56,0.0,0.0,0.0
68.89,0.0,23.75,50.57,0.0,0.0,0.0
68.895,0.0,23.75,50.58,0.0,0.0,0.0
68.9,0.0,23.75,50.59,0.0,0.0,0.0
68.905,0.0,23.75,50.6,0.0,0.0,0.0
68.91,0.0,23.75,50.61,0.0,0.0,0.0
68.915,0.0,23.75,50.62,0.0,0.0,0.0
68.92,0.0,23.75,50.64,0.0,0.0,0.0
68.925,0.0,23.75,50.65,0.0,0.0,0.0
68.93,0.0,23.75,50.66,0.0,0.0,0.0
68.935,0.0,23.75,50.67,0.0,0.0,0.0
68.94,0.0,23.75,50.68,0.0,0.0,0.0
68.945,0.0,23.75,50.69,0.0,0.0,0.0
68.95,0.0,23.75,50.7,0.0,0.0,0.0
68.955,0.0,23.75,50.72,0.0,0.0,0.0
68.96,0.0,23.75,50.73,0.0,0.0,0.0
68.965,0.0,23.75,50.74,0.0,0.0,0.0
68.97,0.0,23.75,50.75,0.0,0.0,0.0
68.975,0.0,23.75,50.75,0.0,0.0,0.0
68.98,0.0,23.75,50.75,0.0,0.0,0.0
68.985,0.0,23.75,50.75,0.0,0.0,0.0
68.99,0.0,23.75,50.75,0.0,0.0,0.0
68.995,0.0,23.75,50.75,0.0,0.0,0.0
69.0,0.0,23.75,50.75,0.0,0.0,0.0
69.005,0.0,23.75,50.75,0.0,0.0,0.0
69.01,0.0,23.75,50.75,0.0,0.0,0.0
69.015,0.0,23.75,50.75,0.0,0.0,0.0
69.02,0.0,23.75,50.75,0.0,0.0,0.0
69.025,0.0,23.75,50.75,0.0,0.0,0.0
69.03,0.0,23.75,50.75,0.0,0.0,0.0
69.035,0.0,23.75,50.75,0.0,0.0,0.0
69.04,0.0,23.75,50.75,0.0,0.0,0.0
69.045,0.0,23.75,50.75,0.0,0.0,0.0
69.05,0.0,23.75,50.75,0.0,0.0,0.0
69.055,0.0,23.75,50.75,0.0,0.0,0.0
69.06,0.0,23.75,50.75,0.0,0.0,0.0
69.065,0.0,23.75,50.75,0.0,0.0,0.0
69.07,0.0,23.75,50.75,0.0,0.0,0.0
69.075,0.0,23.75,50.75,0.0,0.0,0.0
69.08,0.0,23.75,50.75,0.0,0.0,0.0
69.085,0.0,23.75,50.75,0.0,0.0,0.0
69.09,0.0,23.75,50.75,0.0,0.0,0.0
69.095,0.0,23.75,50.75,0.0,0.0,0.0
69.1,0.0,23.75,50.75,0.0,0.0,0.0
69.105,0.0,23.75,50.75,0.0,0.0,0.0
69.11,0.0,23.75,50.75,0.0,0.0,0.0
69.115,0.0,23.75,50.75,0.0,0.0,0.0
69.12,0.0,23.75,50.75,0.0,0.0,0.0
69.125,0.0,23.75,50.75,0.0,0.0,0.0
69.13,0.0,23.75,50.75,0.0,0.0,0.0
69.135,0.0,23.75,50.75,0.0,0.0,0.0
69.14,0.0,23.75,50.75,0.0,0.0,0.0
69.145,0.0,23.75,50.75,0.0,0.0,0.0
69.15,0.0,23.75,50.75,0.0,0.0,0.0
69.155,0.0,23.75,50.75,0.0,0.0,0.0
69.16,0.0,23.75,50.75,0.0,0.0,0.0
